Table,Measure,Expression,Description,Issue_Severity,Has_Duplicate,Duplicate_Measure_Names,Has_Qualified_Measure_References,Qualified_Referenced_Measures,Has_All_Measure_References,All_Referenced_Measures,Measure_Complexity_Level,Measure_Complexity_Explanation,Calculation_Type,Complexity_Recommendations,Has_Commonly_Used_Measure,Commonly_Used_Explanation,DAX_Recommendations,Self_Explanatory_Explanation,Name_Reflects_Explanation,Abbreviations_Explanation,Unqualified_Measures_Score,Unqualified_Measures_Max_Score,Unique_Measure_Calculation_Score,Unique_Measure_Calculation_Max_Score,Commonly_Used_Measure_Score,Commonly_Used_Measure_Max_Score,Measure_Complexity_Score,Measure_Complexity_Max_Score,Is_Self_Explanatory_Score,Is_Self_Explanatory_Max_Score,Name_Reflects_Expression_Score,Name_Reflects_Expression_Max_Score,Avoid_Abbreviations_Score,Avoid_Abbreviations_Max_Score,Overall_Score,Max_Score,Confidence_Score,Recommendations
Account,TPID Count,COUNT( Account[TPID] ),,good,No,,No,,No,,Low,"Low complexity due to simple structure and clear purpose. Details: Simple aggregation function (SUM, COUNT, AVERAGE, etc.)",simple_aggregation,Formula follows measure complexity best practices,Yes,"Referenced by 8 measure(s): # Accounts w/ Unified or Premier, % of Accounts with sep, % of Accounts with ACSP and 5 more",,"The name 'TPID Count' is self-explanatory as it clearly indicates it counts TPIDs, which is a standard business term.",The name reflects the calculation as the context shows it counts the TPID field in the Account table.,"The abbreviation 'TPID' is a well-understood Microsoft business term, so no problematic abbreviations are present.",0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,2.0,2.0,1.0,"Complexity: Low complexity due to simple structure and clear purpose. Details: Simple aggregation function (SUM, COUNT, AVERAGE, etc.) | Complexity Action: Formula follows measure complexity best practices | Pattern Usage: Referenced by 8 measure(s): # Accounts w/ Unified or Premier, % of Accounts with sep, % of Accounts with ACSP and 5 more | Self-Explanatory: The name 'TPID Count' is self-explanatory as it clearly indicates it counts TPIDs, which is a standard business term. | Name Clarity: The name reflects the calculation as the context shows it counts the TPID field in the Account table. | Abbreviations: The abbreviation 'TPID' is a well-understood Microsoft business term, so no problematic abbreviations are present."
Account,# Accounts w/ Unified or Premier,"CALCULATE([TPID Count],KEEPFILTERS(Account[Has Premier Unified] = ""Yes""))",,warning,No,,No,,Yes,tpid count,Medium,Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic,calculated_measure,"Format CALCULATE function: CALCULATE(\n    expression,\n    filter1,\n    filter2\n); Consider simplifying business logic or adding better documentation",No,Not referenced by any other measures in the model,,The name '# Accounts w/ Unified or Premier' is self-explanatory as it indicates it counts accounts with Unified or Premier status.,The name reflects the calculation as the context shows it calculates the count of accounts filtered by 'Has Premier Unified' being 'Yes'.,"The abbreviation '#' for 'Number of' is universally understood, and no other problematic abbreviations are present.",0.2,0.2,0.2,0.2,0.0,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.5499999999999998,2.0,0.7749999999999999,"Complexity: Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic | Complexity Action: Format CALCULATE function: CALCULATE(\n    expression,\n    filter1,\n    filter2\n); Consider simplifying business logic or adding better documentation | Pattern Usage: Not referenced by any other measures in the model | Self-Explanatory: The name '# Accounts w/ Unified or Premier' is self-explanatory as it indicates it counts accounts with Unified or Premier status. | Name Clarity: The name reflects the calculation as the context shows it calculates the count of accounts filtered by 'Has Premier Unified' being 'Yes'. | Abbreviations: The abbreviation '#' for 'Number of' is universally understood, and no other problematic abbreviations are present."
Account,ATQ Latest,AVERAGE(Account[ATQ]),,good,No,,No,,No,,Low,"Low complexity due to simple structure and clear purpose. Details: Simple aggregation function (SUM, COUNT, AVERAGE, etc.)",simple_aggregation,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,"The name 'ATQ Latest' is self-explanatory as it indicates it calculates the latest ATQ value, a standard Microsoft abbreviation.",The name reflects the calculation as the context shows it calculates the average of the ATQ field.,"The abbreviation 'ATQ' is a well-understood Microsoft term, so no problematic abbreviations are present.",0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999,"Complexity: Low complexity due to simple structure and clear purpose. Details: Simple aggregation function (SUM, COUNT, AVERAGE, etc.) | Complexity Action: Formula follows measure complexity best practices | Pattern Usage: Not referenced by any other measures in the model | Self-Explanatory: The name 'ATQ Latest' is self-explanatory as it indicates it calculates the latest ATQ value, a standard Microsoft abbreviation. | Name Clarity: The name reflects the calculation as the context shows it calculates the average of the ATQ field. | Abbreviations: The abbreviation 'ATQ' is a well-understood Microsoft term, so no problematic abbreviations are present."
Account,Understands Strategic Priorities Latest,AVERAGE(Account[UnderstandsStrategicPriorities]),,good,No,,No,,No,,Low,"Low complexity due to simple structure and clear purpose. Details: Simple aggregation function (SUM, COUNT, AVERAGE, etc.)",simple_aggregation,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,The name 'Understands Strategic Priorities Latest' is self-explanatory as it indicates it calculates the latest value for understanding strategic priorities.,The name reflects the calculation as the context shows it calculates the average of the 'UnderstandsStrategicPriorities' field.,There are no problematic abbreviations in the measure name.,0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999,"Complexity: Low complexity due to simple structure and clear purpose. Details: Simple aggregation function (SUM, COUNT, AVERAGE, etc.) | Complexity Action: Formula follows measure complexity best practices | Pattern Usage: Not referenced by any other measures in the model | Self-Explanatory: The name 'Understands Strategic Priorities Latest' is self-explanatory as it indicates it calculates the latest value for understanding strategic priorities. | Name Clarity: The name reflects the calculation as the context shows it calculates the average of the 'UnderstandsStrategicPriorities' field. | Abbreviations: There are no problematic abbreviations in the measure name."
Account,Identify Right Solutions Based on Needs Latest,AVERAGE(Account[IdentifyRightSolutionsBasedonNeeds]),,good,No,,No,,No,,Low,"Low complexity due to simple structure and clear purpose. Details: Simple aggregation function (SUM, COUNT, AVERAGE, etc.)",simple_aggregation,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,The name 'Identify Right Solutions Based on Needs Latest' is self-explanatory as it indicates it calculates the latest value for identifying the right solutions based on needs.,The name reflects the calculation as the context shows it calculates the average of the 'IdentifyRightSolutionsBasedonNeeds' field.,There are no problematic abbreviations in the measure name.,0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999,"Complexity: Low complexity due to simple structure and clear purpose. Details: Simple aggregation function (SUM, COUNT, AVERAGE, etc.) | Complexity Action: Formula follows measure complexity best practices | Pattern Usage: Not referenced by any other measures in the model | Self-Explanatory: The name 'Identify Right Solutions Based on Needs Latest' is self-explanatory as it indicates it calculates the latest value for identifying the right solutions based on needs. | Name Clarity: The name reflects the calculation as the context shows it calculates the average of the 'IdentifyRightSolutionsBasedonNeeds' field. | Abbreviations: There are no problematic abbreviations in the measure name."
Account,Delta ATQ,"IF(AVERAGE(Account[ATQ])=0,"""",AVERAGE(Account[delta_ATQ]))",,good,No,,No,,No,,Low,"Low complexity due to simple structure and clear purpose. Details: Simple aggregation function (SUM, COUNT, AVERAGE, etc.)",simple_aggregation,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,The name 'Delta ATQ' is self-explanatory as it indicates it calculates the change (delta) in ATQ values.,"The name reflects the calculation as the context shows it calculates the average of the delta_ATQ field, with a condition for zero values.","The abbreviation 'ATQ' is a well-understood Microsoft term, so no problematic abbreviations are present.",0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999,"Complexity: Low complexity due to simple structure and clear purpose. Details: Simple aggregation function (SUM, COUNT, AVERAGE, etc.) | Complexity Action: Formula follows measure complexity best practices | Pattern Usage: Not referenced by any other measures in the model | Self-Explanatory: The name 'Delta ATQ' is self-explanatory as it indicates it calculates the change (delta) in ATQ values. | Name Clarity: The name reflects the calculation as the context shows it calculates the average of the delta_ATQ field, with a condition for zero values. | Abbreviations: The abbreviation 'ATQ' is a well-understood Microsoft term, so no problematic abbreviations are present."
Account,Delta Understands Strategic Priorities,"IF(AVERAGE(Account[UnderstandsStrategicPriorities])=0,"""",AVERAGE(Account[delta_UnderstandsStrategicPriorities]))",,warning,No,,No,,No,,Medium,Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic; Moderate length expression (112 characters); Single-line format reduces readability,calculated_measure,Consider simplifying business logic or adding better documentation,No,Not referenced by any other measures in the model,,The name 'Delta Understands Strategic Priorities' is self-explanatory as it indicates it calculates the change (delta) in understanding strategic priorities.,"The name reflects the calculation as the context shows it calculates the average of the delta_UnderstandsStrategicPriorities field, with a condition for zero values.",There are no problematic abbreviations in the measure name.,0.2,0.2,0.2,0.2,0.0,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.5499999999999998,2.0,0.7749999999999999,"Complexity: Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic; Moderate length expression (112 characters); Single-line format reduces readability | Complexity Action: Consider simplifying business logic or adding better documentation | Pattern Usage: Not referenced by any other measures in the model | Self-Explanatory: The name 'Delta Understands Strategic Priorities' is self-explanatory as it indicates it calculates the change (delta) in understanding strategic priorities. | Name Clarity: The name reflects the calculation as the context shows it calculates the average of the delta_UnderstandsStrategicPriorities field, with a condition for zero values. | Abbreviations: There are no problematic abbreviations in the measure name."
Account,Delta Identify Right Solutions Based on Needs,"IF(AVERAGE(Account[IdentifyRightSolutionsBasedonNeeds])=0,"""",AVERAGE(Account[delta_IdentifyRightSolutionsBasedonNeeds]))",,warning,No,,No,,No,,Medium,Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic; Moderate length expression (120 characters); Single-line format reduces readability,calculated_measure,Consider simplifying business logic or adding better documentation,No,Not referenced by any other measures in the model,,The name 'Delta Identify Right Solutions Based on Needs' is self-explanatory as it indicates it calculates the change (delta) in identifying the right solutions based on needs.,"The name reflects the calculation as the context shows it calculates the average of the delta_IdentifyRightSolutionsBasedonNeeds field, with a condition for zero values.",There are no problematic abbreviations in the measure name.,0.2,0.2,0.2,0.2,0.0,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.5499999999999998,2.0,0.7749999999999999,"Complexity: Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic; Moderate length expression (120 characters); Single-line format reduces readability | Complexity Action: Consider simplifying business logic or adding better documentation | Pattern Usage: Not referenced by any other measures in the model | Self-Explanatory: The name 'Delta Identify Right Solutions Based on Needs' is self-explanatory as it indicates it calculates the change (delta) in identifying the right solutions based on needs. | Name Clarity: The name reflects the calculation as the context shows it calculates the average of the delta_IdentifyRightSolutionsBasedonNeeds field, with a condition for zero values. | Abbreviations: There are no problematic abbreviations in the measure name."
Account,% of Accounts with Exec Sponsor,"var num= CALCULATE(SUMX(VALUES('Account Plan Priority'[AccountPlanPriorityID]),1),
    KEEPFILTERS(Account[executivesponsorid] <> blank())
)
var den= SUMX( VALUES( 'Account Plan Priority'[AccountPlanPriorityID] ), 1 ) 


return DIVIDE(num,den)",,warning,No,,No,,No,,Medium,Medium complexity due to moderate business logic or formatting. Details: Ratio or percentage calculation with clear business logic; Moderate length expression (243 characters); High function nesting (8 nested functions); Well-formatted with line breaks,ratio_percentage,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,The name '% of Accounts with Exec Sponsor' is self-explanatory as it indicates it calculates the percentage of accounts with an executive sponsor.,The name reflects the calculation as the context shows it calculates the percentage of accounts with a non-blank executive sponsor ID.,"The abbreviation 'Exec' for 'Executive' is widely understood, so no problematic abbreviations are present.",0.2,0.2,0.2,0.2,0.0,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.5499999999999998,2.0,0.7749999999999999,"Complexity: Medium complexity due to moderate business logic or formatting. Details: Ratio or percentage calculation with clear business logic; Moderate length expression (243 characters); High function nesting (8 nested functions); Well-formatted with line breaks | Complexity Action: Formula follows measure complexity best practices | Pattern Usage: Not referenced by any other measures in the model | Self-Explanatory: The name '% of Accounts with Exec Sponsor' is self-explanatory as it indicates it calculates the percentage of accounts with an executive sponsor. | Name Clarity: The name reflects the calculation as the context shows it calculates the percentage of accounts with a non-blank executive sponsor ID. | Abbreviations: The abbreviation 'Exec' for 'Executive' is widely understood, so no problematic abbreviations are present."
Account,Helps Maximize Solutions Latest,AVERAGE(Account[HelpsMaximizeSolutions]),,good,No,,No,,No,,Low,"Low complexity due to simple structure and clear purpose. Details: Simple aggregation function (SUM, COUNT, AVERAGE, etc.)",simple_aggregation,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,The name 'Helps Maximize Solutions Latest' is self-explanatory as it indicates it calculates the latest value for helping maximize solutions.,The name reflects the calculation as the context shows it calculates the average of the 'HelpsMaximizeSolutions' field.,There are no problematic abbreviations in the measure name.,0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999,"Complexity: Low complexity due to simple structure and clear purpose. Details: Simple aggregation function (SUM, COUNT, AVERAGE, etc.) | Complexity Action: Formula follows measure complexity best practices | Pattern Usage: Not referenced by any other measures in the model | Self-Explanatory: The name 'Helps Maximize Solutions Latest' is self-explanatory as it indicates it calculates the latest value for helping maximize solutions. | Name Clarity: The name reflects the calculation as the context shows it calculates the average of the 'HelpsMaximizeSolutions' field. | Abbreviations: There are no problematic abbreviations in the measure name."
